fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_SLpM,fighter_Str. Acc.,fighter_SApM,fighter_Str. Def,fighter_TD Avg.,fighter_TD Acc.,fighter_TD Def.,fighter_Sub. Avg.,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Lukasz,Brzeski,The Bull,193.04,236,198.12,Orthodox,1992-05-17,4.90,50%,3.51,54%,0.46,50%,36%,0.5,9,5,1,1,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Justin,Buchholz,NULL,182.88,155,185.42,Orthodox,1983-08-22,2.35,26%,4.14,51%,0.00,0%,33%,0.8,15,10,0,NULL,http://ufcstats.com/fighter-details/231926533134ec1f
Zak,Bucia,NULL,177.8,170,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,17,8,0,NULL,http://ufcstats.com/fighter-details/6bbb8dc6e128779e
Courtney,Buck,NULL,177.8,135,NULL,Orthodox,1982-03-19,1.49,28%,3.24,54%,0.00,0%,33%,0.0,12,11,0,NULL,http://ufcstats.com/fighter-details/3feed7d02711d8b7
Joaquin,Buckley,New Mansa,177.8,170,193.04,Southpaw,1994-04-27,4.13,36%,3.20,57%,1.96,46%,69%,0.0,20,6,0,NULL,http://ufcstats.com/fighter-details/b9437600497350f3
Martin,Buday,Badys,193.04,265,195.58,Orthodox,1991-11-11,4.84,53%,5.54,52%,0.21,25%,100%,0.2,14,2,0,NULL,http://ufcstats.com/fighter-details/8eb046f83e82bf26
Julia,Budd,NULL,170.18,145,170.18,,1983-07-04,2.42,74%,1.18,47%,3.60,57%,83%,0.0,10,2,0,NULL,http://ufcstats.com/fighter-details/dcdc4503b9d49977
Dylan,Budka,The Mindless Hulk,182.88,185,190.5,Switch,2000-01-14,1.07,43%,1.69,41%,2.02,38%,76%,0.4,7,4,0,NULL,http://ufcstats.com/fighter-details/a817e238b2747404
Mike,Budnik,NULL,175.26,145,172.72,Orthodox,1974-08-08,0.65,52%,0.95,53%,0.00,0%,0%,3.4,13,4,0,NULL,http://ufcstats.com/fighter-details/b98209144b63ae26
Francisco,Bueno,NULL,175.26,225,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,2,0,NULL,http://ufcstats.com/fighter-details/a72d260b436924c4
Mayra,Bueno Silva,Sheetara,167.64000000000001,125,167.64,Orthodox,1991-08-22,4.01,59%,5.00,52%,0.64,29%,66%,1.5,10,4,1,1,http://ufcstats.com/fighter-details/cc8c623cca88f54f
Paul,Buentello,The Headhunter,187.96,245,195.58,Orthodox,1974-01-16,3.29,45%,3.83,52%,0.19,33%,39%,0.4,35,17,0,NULL,http://ufcstats.com/fighter-details/f0abbb6f3444dae7
Modestas,Bukauskas,The Baltic Gladiator,190.5,205,198.12,Switch,1994-02-10,3.21,42%,4.11,49%,0.38,66%,71%,0.2,16,6,0,NULL,http://ufcstats.com/fighter-details/476fe566d2df676e
Lee,Kwan Bum,NULL,187.96,286,NULL,Orthodox,NULL,0.71,14%,0.00,100%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/c0342805a1948cbb
Josh,Bumgarner,NULL,185.42,170,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,4,0,NULL,http://ufcstats.com/fighter-details/9900ab86a4c458bd
Shawn,Bunch,Bunch the Great,165.1,135,NULL,,1983-03-19,0.00,0%,1.55,55%,0.00,0%,50%,0.0,7,3,0,NULL,http://ufcstats.com/fighter-details/6e9af164ab91a229
Felipe,Bunes,Felipinho,170.18,125,175.26,Orthodox,1989-10-29,5.25,54%,8.72,41%,3.15,33%,0%,0.0,13,7,0,NULL,http://ufcstats.com/fighter-details/53c10176e3bc7416
Shane,Burgos,Hurricane,180.34,145,190.5,Orthodox,1991-03-19,7.40,52%,6.78,56%,0.43,44%,91%,0.4,15,3,0,NULL,http://ufcstats.com/fighter-details/98d961097baaf308
Joshua,Burkman,The People's Warrior,177.8,170,182.88,Orthodox,1980-04-10,2.69,43%,3.13,51%,2.53,36%,72%,0.3,28,16,0,1,http://ufcstats.com/fighter-details/6da99156486ed6c2
Justin,Burlinson,NULL,185.42,170,187.96,Switch,1997-05-19,1.24,40%,3.09,61%,0.00,0%,100%,9.3,6,1,0,NULL,http://ufcstats.com/fighter-details/dadd80ef954e54ed
Mads,Burnell,NULL,172.72,145,175.26,Orthodox,1994-03-06,1.28,41%,2.71,51%,3.45,47%,22%,0.4,9,3,0,NULL,http://ufcstats.com/fighter-details/69f01b25dfabaf6b
Mikey,Burnett,The Eastside Assassin,167.64000000000001,170,NULL,Orthodox,1974-04-12,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,2,0,NULL,http://ufcstats.com/fighter-details/4c805f5f58a75df0
Kevin,Burns,The Fire,177.8,170,187.96,Orthodox,1980-03-03,2.74,38%,4.30,52%,0.28,50%,47%,0.8,12,7,0,NULL,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b
Gilbert,Burns,Durinho,177.8,170,180.34,Orthodox,1986-07-20,3.17,48%,3.57,52%,2.10,37%,53%,0.5,22,8,0,NULL,http://ufcstats.com/fighter-details/23024fdfc966410a
Josh,Burns,The Hammer,185.42,244,NULL,,1978-05-15,2.40,48%,5.73,32%,0.00,0%,100%,0.0,8,10,0,NULL,http://ufcstats.com/fighter-details/1e092415a7eeaf65
Herbert,Burns,The Blaze,175.26,145,185.42,Orthodox,1988-02-02,1.86,36%,5.17,41%,2.94,34%,66%,1.8,11,6,0,NULL,http://ufcstats.com/fighter-details/4f140403000158b5
Derrick,Burnsed,NULL,NULL,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,0,3,NULL,http://ufcstats.com/fighter-details/2213330f082f82d5
Nah-Shon,Burrell,The Rock n Rolla,180.34,170,NULL,Orthodox,1990-02-05,4.83,47%,3.45,56%,0.00,0%,52%,0.3,15,7,0,1,http://ufcstats.com/fighter-details/2c64c035485906aa
Martin,Buschkamp,NULL,175.26,145,NULL,Orthodox,1991-01-06,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,0,0,1,http://ufcstats.com/fighter-details/8fc30d8cebb17116
George,Bush,NULL,185.42,205,NULL,,NULL,6.35,64%,2.31,55%,17.31,66%,0%,0.0,5,2,0,NULL,http://ufcstats.com/fighter-details/f0c779dc2ca3816c
Bubba,Bush,The Fightin' Texas Aggie,182.88,185,NULL,Orthodox,1985-07-24,0.63,55%,7.01,25%,2.82,50%,60%,0.0,8,3,0,1,http://ufcstats.com/fighter-details/132505067f08c54d
Dakota,Bush,NULL,177.8,155,185.42,Orthodox,1994-06-09,2.77,38%,4.42,41%,2.40,33%,0%,0.0,8,4,0,NULL,http://ufcstats.com/fighter-details/3033c1c080672475
Murilo,Bustamante,NULL,187.96,183,NULL,Orthodox,1966-07-30,1.33,32%,1.90,60%,2.46,33%,54%,1.2,15,8,1,NULL,http://ufcstats.com/fighter-details/85d905f7c4f5a1af
Nick,Bustamante,NULL,175.26,170,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,3,0,NULL,http://ufcstats.com/fighter-details/51b1ca2a4b064101
Eduardo,Bustillos,NULL,172.72,135,NULL,,1987-06-02,2.61,59%,6.22,35%,0.00,0%,100%,0.0,5,3,0,NULL,http://ufcstats.com/fighter-details/f273f1b8df04c8a1
Jason,Butcher,NULL,190.5,185,NULL,,1984-10-23,1.82,40%,2.73,25%,13.64,50%,0%,0.0,10,2,0,NULL,http://ufcstats.com/fighter-details/30e39145fec48d25
Todd,Butler,NULL,185.42,200,NULL,Southpaw,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,4,0,NULL,http://ufcstats.com/fighter-details/3fed746acfd026dd
Goldman,Butler,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,4,0,NULL,http://ufcstats.com/fighter-details/e2d5072048b825b1
Ian,Butler,NULL,172.72,155,NULL,,NULL,2.09,14%,6.69,36%,0.00,0%,50%,0.0,3,3,0,1,http://ufcstats.com/fighter-details/6b8fd98eb52363d1
Raphael,Butler,The Silencer,190.5,261,NULL,,1984-01-04,4.69,45%,0.94,91%,0.00,0%,100%,14.1,9,2,1,NULL,http://ufcstats.com/fighter-details/f941505e35fb1eae
Jesse,Butler,NULL,177.8,135,185.42,Orthodox,1992-05-24,2.02,34%,4.62,39%,0.00,0%,0%,0.0,12,6,0,NULL,http://ufcstats.com/fighter-details/a75a48bfe776b2c2
JP,Buys,Young Savage,165.1,135,170.18,Orthodox,1996-04-30,1.88,39%,3.02,40%,1.55,25%,25%,2.3,9,6,0,NULL,http://ufcstats.com/fighter-details/0b362247806341e5
Dennis,Buzukja,The Great,175.26,145,177.8,Switch,1997-10-01,4.21,43%,4.82,48%,0.63,27%,75%,0.2,12,5,0,NULL,http://ufcstats.com/fighter-details/c4d039123e62f6a9
Charles,Byrd,Kid Dynamite,177.8,185,185.42,Orthodox,1983-10-11,3.43,55%,2.63,55%,2.50,50%,40%,1.5,10,7,0,NULL,http://ufcstats.com/fighter-details/76ee3d666c648f6b
Steve,Byrnes,The Sergeant,182.88,170,NULL,Orthodox,NULL,1.20,51%,2.67,27%,3.00,60%,0%,4.0,6,1,0,NULL,http://ufcstats.com/fighter-details/43612456979e5d5e
Michael,Byrnes,NULL,180.34,155,NULL,,1990-07-17,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,3,0,NULL,http://ufcstats.com/fighter-details/87f0b37f153cf497
Yan,Cabral,NULL,180.34,155,185.42,Orthodox,1983-05-13,2.02,47%,1.98,62%,2.89,35%,37%,1.2,13,3,0,NULL,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39
Alvin,Cacdac,NULL,167.64000000000001,125,NULL,Orthodox,NULL,1.21,66%,0.61,0%,0.00,0%,0%,0.0,18,13,0,NULL,http://ufcstats.com/fighter-details/ce7871949b0ed2bf
Alex,Caceres,Bruce Leeroy,177.8,145,185.42,Southpaw,1988-06-20,4.21,49%,3.09,62%,0.54,68%,64%,0.7,21,15,0,1,http://ufcstats.com/fighter-details/7aa3d6964eff4877
Vince,Cachero,The Anomaly,167.64000000000001,145,172.72,Orthodox,1989-11-07,3.29,45%,6.51,43%,0.00,0%,18%,0.5,7,4,0,NULL,http://ufcstats.com/fighter-details/ed2a8cc402173781
Priscila,Cachoeira,Zombie Girl,170.18,125,165.1,Orthodox,1988-08-19,3.76,44%,7.03,43%,0.15,33%,65%,0.0,12,6,0,NULL,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Travis,Calanoc,The Dark Knight,172.72,145,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,1,0,NULL,http://ufcstats.com/fighter-details/90d28fee0af74f2d
Ricky,Calatayud,NULL,175.26,125,NULL,,1982-10-10,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,2,0,NULL,http://ufcstats.com/fighter-details/800feaa25700a85f
Carlos,Calderon,Chief,180.34,145,180.34,Southpaw,1996-02-10,4.85,42%,4.98,33%,3.93,33%,0%,0.0,6,3,0,1,http://ufcstats.com/fighter-details/7d4d7583df7eebf9
Darrion,Caldwell,The Wolf,177.8,135,NULL,,1987-12-19,0.85,34%,0.57,60%,3.41,66%,100%,0.8,10,1,0,NULL,http://ufcstats.com/fighter-details/b7dc25ee40ee8334
Nicolle,Caliari,NULL,160.02,125,157.48,Orthodox,1996-11-04,1.89,52%,3.16,31%,6.32,66%,0%,6.3,8,2,0,NULL,http://ufcstats.com/fighter-details/fc0a4053eb8a3a59
Taylor,Callens,NULL,177.8,155,NULL,,1991-05-21,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,0,0,NULL,http://ufcstats.com/fighter-details/53d471e9bf5f2fc8
Cynthia,Calvillo,NULL,162.56,115,162.56,Orthodox,1987-07-13,4.41,38%,4.12,64%,1.80,44%,77%,0.8,9,6,1,NULL,http://ufcstats.com/fighter-details/98215d037be5bcb7
Joe,Camacho,NULL,175.26,155,NULL,Orthodox,1972-03-10,0.31,17%,5.00,42%,0.00,0%,0%,0.0,13,19,3,NULL,http://ufcstats.com/fighter-details/dfb965c9824425db
Frank,Camacho,The Crank,177.8,155,185.42,Orthodox,1989-05-18,6.56,46%,7.44,51%,1.11,31%,73%,0.0,22,10,0,NULL,http://ufcstats.com/fighter-details/764342d39cdaa54a
Lucas,Camacho,NULL,193.04,265,203.2,Orthodox,1992-12-15,4.08,38%,8.16,6%,0.00,0%,0%,0.0,6,1,0,NULL,http://ufcstats.com/fighter-details/71d25689f70e4036
Fabricio,Camoes,Morango,177.8,155,180.34,Orthodox,1978-12-23,1.29,33%,1.85,61%,2.34,32%,20%,1.5,14,9,1,NULL,http://ufcstats.com/fighter-details/7abe471b61725980
Chris,Camozzi,NULL,187.96,185,190.5,Orthodox,1986-11-20,3.57,44%,2.96,56%,0.27,19%,57%,0.5,24,13,0,NULL,http://ufcstats.com/fighter-details/6c2030e0a143a94b
Brian,Camozzi,Mantis,187.96,170,198.12,Orthodox,1991-06-24,3.15,26%,6.39,54%,0.00,0%,0%,0.7,7,5,0,NULL,http://ufcstats.com/fighter-details/1999ffb5cebc314f
Ricky,Camp,2 Slick,170.18,135,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,4,0,NULL,http://ufcstats.com/fighter-details/4a99978a0366bb29
Mike,Campbell,The Beast,175.26,155,NULL,Southpaw,NULL,1.40,26%,1.40,63%,5.26,100%,0%,0.0,13,4,0,NULL,http://ufcstats.com/fighter-details/f5585e675af7afd4
Thomas,Campbell,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,3,0,NULL,http://ufcstats.com/fighter-details/d060014a5a039829
Shane,Campbell,Shaolin,182.88,155,180.34,Orthodox,1987-01-21,3.99,59%,3.19,55%,1.36,28%,82%,0.0,14,6,0,NULL,http://ufcstats.com/fighter-details/784285b7ae7dd85f
Charlie,Campbell,The Cannibal,182.88,155,182.88,Orthodox,1995-07-03,5.55,54%,3.73,55%,2.95,40%,71%,0.0,9,2,0,NULL,http://ufcstats.com/fighter-details/b39f7a6c2be17ee8
John,Campetella,NULL,175.26,235,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/31bbd46d57dfbcb7
Wagner,Campos,Galeto,167.64000000000001,145,NULL,Southpaw,1981-07-31,1.54,41%,2.53,51%,2.71,100%,0%,0.0,12,10,0,NULL,http://ufcstats.com/fighter-details/db6d5f691aea3fd3
Derek,Campos,The Stallion,175.26,155,NULL,,1988-04-01,2.41,23%,10.34,44%,0.00,0%,0%,0.0,19,6,0,NULL,http://ufcstats.com/fighter-details/aa8dc72b3a1f761c
Will,Campuzano,NULL,175.26,125,177.8,Orthodox,1986-05-27,2.43,31%,3.82,57%,0.88,45%,48%,0.2,14,6,0,NULL,http://ufcstats.com/fighter-details/901cddcbfa079097
Aleksa,Camur,NULL,185.42,205,187.96,Orthodox,1995-09-25,4.73,57%,4.26,54%,0.46,22%,50%,0.0,6,3,0,NULL,http://ufcstats.com/fighter-details/c2a670b22d2e196f
Chico,Camus,The King,167.64000000000001,125,167.64,Orthodox,1985-01-26,2.58,41%,2.46,64%,0.77,40%,72%,0.4,17,7,0,1,http://ufcstats.com/fighter-details/32be4b7f7de1c905
Asbel,Cancio,NULL,177.8,225,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/2a7afe14b3a0a058
Carlos,Candelario,The Cannon,172.72,125,172.72,Southpaw,1991-06-04,3.97,46%,5.17,44%,2.28,36%,53%,0.3,8,3,0,NULL,http://ufcstats.com/fighter-details/760a55d5b6098cbe
Ronaldo,Candido,Pacman,167.64000000000001,125,NULL,Southpaw,1989-04-24,1.67,42%,3.87,52%,8.00,53%,0%,5.0,6,0,0,NULL,http://ufcstats.com/fighter-details/23fbe02caabcd214
Luiz,Cane,Banha,187.96,185,195.58,Southpaw,1981-04-24,4.79,41%,5.00,60%,0.56,28%,100%,0.3,17,7,0,1,http://ufcstats.com/fighter-details/24b033b3daf1c9df
Guido,Cannetti,Ninja,167.64000000000001,135,172.72,Southpaw,1979-12-19,3.44,55%,2.84,51%,2.27,55%,64%,0.4,10,8,0,NULL,http://ufcstats.com/fighter-details/d05412b513b19621
Jared,Cannonier,The Killa Gorilla,180.34,185,195.58,Switch,1984-03-16,4.49,50%,4.39,56%,0.42,46%,62%,0.0,17,8,0,NULL,http://ufcstats.com/fighter-details/13a0275fa13c4d26
Jose,Canseco,NULL,193.04,240,NULL,Orthodox,1964-07-02,0.78,10%,4.68,62%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/03da33a102d9a45f
Cody,Canterbury,NULL,172.72,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,10,0,NULL,http://ufcstats.com/fighter-details/23100e8f71f25a4a
Bo,Cantrell,Redrum,187.96,235,NULL,Orthodox,1969-02-08,3.16,16%,12.63,0%,0.00,0%,0%,0.0,10,10,0,NULL,http://ufcstats.com/fighter-details/6750e338922a099d
Steve,Cantwell,The Robot,187.96,185,190.5,Orthodox,1986-12-08,3.63,34%,5.76,55%,0.65,30%,80%,0.7,7,6,0,NULL,http://ufcstats.com/fighter-details/f1f9e48a0d150757
Paul,Capaldo,NULL,170.18,135,NULL,,1996-12-27,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,0,0,NULL,http://ufcstats.com/fighter-details/83b8fe74224dd642
Phil,Caracappa,The Hitman,172.72,135,177.8,Orthodox,1992-06-05,2.93,50%,4.07,29%,1.00,8%,100%,1.0,6,1,0,NULL,http://ufcstats.com/fighter-details/bd81a97864acf098
Frank,Caracci,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,3,0,NULL,http://ufcstats.com/fighter-details/44f9c777fed7ca03
Gina,Carano,Conviction,172.72,145,NULL,Orthodox,1982-04-16,4.50,47%,2.66,64%,1.24,66%,85%,1.6,7,1,0,NULL,http://ufcstats.com/fighter-details/899eaba48fa864a6
Dos,Caras Jr.,NULL,193.04,225,NULL,Orthodox,1977-05-25,0.77,23%,1.20,59%,0.00,0%,72%,0.0,9,5,0,NULL,http://ufcstats.com/fighter-details/155a02a8b4311057
Bryan,Caraway,Kid Lightning,172.72,135,172.72,Orthodox,1984-08-04,2.53,34%,3.61,54%,2.57,25%,80%,0.8,21,9,0,NULL,http://ufcstats.com/fighter-details/5ef0088c1b19beeb
Remo,Cardarelli,NULL,NULL,135,NULL,,NULL,2.27,47%,1.47,59%,0.00,0%,100%,0.0,7,5,0,NULL,http://ufcstats.com/fighter-details/e5512a6aed150d8f
Phil,Cardella,NULL,180.34,155,NULL,,1976-07-09,2.47,50%,2.00,57%,0.00,0%,11%,2.5,8,5,0,NULL,http://ufcstats.com/fighter-details/f6a7b02c42e9fc5b
Edgar,Cardenas,Kitty Katt,NULL,145,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,1,0,NULL,http://ufcstats.com/fighter-details/99a86b134dccc166
Chris,Cariaso,Kamikaze,160.02,125,162.56,Southpaw,1981-05-27,3.35,43%,2.23,61%,1.11,39%,57%,0.8,17,8,0,NULL,http://ufcstats.com/fighter-details/b2e3aca4cd363477
Ronald,Carillo,NULL,NULL,125,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,2,0,NULL,http://ufcstats.com/fighter-details/cbd022eaf2ac546a
Rafael,Carino,NULL,203.2,245,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,1,1,NULL,http://ufcstats.com/fighter-details/08a7080ff5904661
Don,Carlo-Clauss,NULL,NULL,170,NULL,,NULL,1.44,30%,7.68,43%,0.00,0%,66%,0.0,10,7,0,NULL,http://ufcstats.com/fighter-details/f59a6de8a5dfe297
Antonio,Carlos Junior,Cara de Sapato,187.96,185,200.66,Orthodox,1990-03-16,1.95,42%,2.14,52%,3.42,39%,53%,0.8,11,5,0,1,http://ufcstats.com/fighter-details/52e76bb4b3e852f3
Spike,Carlyle,Alpha Ginger,172.72,145,180.34,Switch,1993-05-06,2.55,54%,3.85,30%,3.34,36%,57%,0.5,9,3,0,NULL,http://ufcstats.com/fighter-details/be68b375707dcb85
Francis,Carmont,Limitless,190.5,205,198.12,Orthodox,1981-10-11,2.22,42%,1.64,59%,1.79,36%,73%,0.6,25,12,0,NULL,http://ufcstats.com/fighter-details/3591d0d5d382a381
Liz,Carmouche,Girlrilla,167.64000000000001,125,167.64,Orthodox,1984-02-19,2.78,54%,2.51,61%,2.57,51%,65%,0.3,13,7,0,NULL,http://ufcstats.com/fighter-details/51a0c09cbe9b8472
Roan,Carneiro,Jucao,180.34,170,193.04,Orthodox,1978-06-02,1.46,46%,1.82,62%,3.05,42%,83%,1.4,21,11,0,NULL,http://ufcstats.com/fighter-details/1c86754617d9813a
Ariane,Carnelossi,Sorriso,157.48000000000002,115,154.94,Orthodox,1992-11-17,2.87,39%,4.74,45%,1.37,55%,14%,0.3,15,3,0,NULL,http://ufcstats.com/fighter-details/c0d5c0c95c59050b
Luana,Carolina,Dread,167.64000000000001,125,175.26,Orthodox,1993-06-11,4.81,50%,3.54,50%,0.34,37%,74%,0.6,11,4,0,NULL,http://ufcstats.com/fighter-details/528b071cf3da7c56
Tim,Caron,The Bear,185.42,185,NULL,Orthodox,1987-07-24,0.59,50%,6.90,12%,0.00,0%,0%,0.0,7,1,0,1,http://ufcstats.com/fighter-details/b80ea4880f25c187
Clayton,Carpenter,NULL,167.64000000000001,125,167.64,Orthodox,1996-06-09,4.56,53%,2.71,60%,2.95,55%,0%,2.4,8,0,0,NULL,http://ufcstats.com/fighter-details/b62d5280966b2460
Gabriel,Carrasco,NULL,167.64000000000001,135,NULL,,NULL,4.15,37%,1.53,80%,0.00,0%,100%,0.0,7,0,0,NULL,http://ufcstats.com/fighter-details/89ed44801968b8e3
Cody,Carrillo,NULL,177.8,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,16,0,NULL,http://ufcstats.com/fighter-details/9346efb4bbaedd08
Cain,Carrizosa,The Insane,172.72,155,NULL,Orthodox,1986-07-22,2.72,42%,5.80,51%,0.00,0%,14%,0.0,10,3,0,NULL,http://ufcstats.com/fighter-details/064b7dc68d786254
Roger,Carroll,The Leprechaun,177.8,170,NULL,,NULL,7.62,61%,10.48,43%,0.00,0%,100%,0.0,16,14,0,NULL,http://ufcstats.com/fighter-details/572a89dbe1f76761
Jonny,Carson,NULL,177.8,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,7,0,NULL,http://ufcstats.com/fighter-details/0d49ddc07bd8c747
Scott,Carson,NULL,187.96,215,NULL,,NULL,0.62,66%,6.22,23%,0.00,0%,0%,0.0,4,2,0,NULL,http://ufcstats.com/fighter-details/1e3302f9ab6f549a
Shonie,Carter,Mr. International,177.8,170,NULL,Southpaw,1972-05-03,1.62,36%,2.32,47%,0.75,66%,75%,0.0,51,31,7,1,http://ufcstats.com/fighter-details/7b6e40a73b567072
Jack,Cartwright,NULL,175.26,135,172.72,Orthodox,1994-05-26,0.80,38%,3.33,29%,6.00,66%,0%,2.0,10,1,0,NULL,http://ufcstats.com/fighter-details/1f592bfefb0d62a3
Bruno,Carvalho,NULL,172.72,154,NULL,,1982-06-07,0.60,45%,0.93,53%,0.00,0%,66%,4.0,10,5,0,NULL,http://ufcstats.com/fighter-details/456c02115efc4a01
Antonio,Carvalho,Pato,175.26,145,177.8,Orthodox,1979-05-30,3.03,29%,3.62,64%,0.00,0%,100%,0.0,15,6,0,NULL,http://ufcstats.com/fighter-details/fef3d17e27e916e7
Rafael,Carvalho,NULL,190.5,185,NULL,,1986-07-27,1.94,50%,1.84,54%,2.77,40%,70%,0.0,14,1,0,NULL,http://ufcstats.com/fighter-details/620d8710e89cfeae
Shane,Carwin,The Engineer,187.96,265,203.2,Orthodox,1975-01-04,4.38,47%,3.53,53%,1.42,33%,42%,0.0,12,2,0,NULL,http://ufcstats.com/fighter-details/68dd7b3783c19f9c
Johnny,Case,Hollywood,177.8,155,182.88,Orthodox,1989-06-28,3.95,38%,2.66,61%,1.70,45%,72%,0.2,22,6,0,NULL,http://ufcstats.com/fighter-details/1f4b04a926ef1287
Kevin,Casey,King,180.34,185,195.58,Southpaw,1981-06-15,2.27,53%,3.76,46%,0.79,22%,27%,0.4,9,5,2,2,http://ufcstats.com/fighter-details/8d9586726252dbf7
Cortney,Casey,Cast Iron,170.18,125,170.18,Orthodox,1987-05-05,4.29,39%,4.00,55%,0.39,31%,39%,0.5,10,10,0,NULL,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
Brandon,Cash,Money,195.57999999999998,255,NULL,Orthodox,NULL,5.42,72%,0.68,33%,10.17,66%,0%,0.0,10,4,0,NULL,http://ufcstats.com/fighter-details/3993f7dcb7caf42a
Bendy,Casimir,NULL,165.1,145,NULL,Southpaw,1980-06-10,0.74,27%,3.42,54%,0.00,0%,100%,0.0,20,14,2,NULL,http://ufcstats.com/fighter-details/ec7ac09293d26c05
Dwayne,Cason,NULL,177.8,212,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,1,0,NULL,http://ufcstats.com/fighter-details/31c01fbc2586a5eb
Joe,Cason,NULL,190.5,205,NULL,,1988-01-19,4.17,55%,10.83,23%,0.00,0%,0%,0.0,9,1,0,NULL,http://ufcstats.com/fighter-details/2b1c6f28039efe36
John,Castaneda,Sexy Mexi,167.64000000000001,135,180.34,Switch,1991-12-18,4.67,50%,5.22,54%,1.79,35%,71%,0.1,21,7,0,NULL,http://ufcstats.com/fighter-details/5fa2974cbd18e05c
Eric,Castile,NULL,172.72,145,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,2,0,NULL,http://ufcstats.com/fighter-details/a0a69dc9914ef6e1
Gil,Castillo,NULL,175.26,170,NULL,Southpaw,1965-10-21,0.60,45%,2.22,44%,3.33,45%,50%,0.0,8,5,0,NULL,http://ufcstats.com/fighter-details/31ceaf0e670c1578
Danny,Castillo,Last Call,175.26,155,180.34,Orthodox,1979-08-25,2.57,42%,1.96,62%,2.95,38%,63%,0.2,17,10,0,NULL,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
Raul,Castillo,NULL,180.34,185,NULL,Orthodox,NULL,1.47,48%,3.27,60%,0.00,0%,0%,0.0,7,1,0,NULL,http://ufcstats.com/fighter-details/feeae92f951f49a9
Jenna,Castillo,NULL,157.48000000000002,125,NULL,,1982-05-05,3.24,56%,2.01,57%,1.68,100%,100%,0.0,1,0,0,NULL,http://ufcstats.com/fighter-details/e680418329c84ec4
Tim,Catalfo,Obake,180.34,235,NULL,Orthodox,NULL,0.39,100%,0.77,33%,0.00,0%,0%,0.0,4,2,0,NULL,http://ufcstats.com/fighter-details/6ca68b636fbc1f18
Nick,Catone,The Jersey Devil,182.88,185,182.88,Southpaw,1981-09-01,2.11,44%,2.32,63%,3.71,44%,83%,0.5,10,4,0,NULL,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
Luke,Caudillo,Lil' Hulk,170.18,155,NULL,Orthodox,1980-11-30,1.97,28%,5.07,55%,0.44,20%,85%,0.0,17,17,0,NULL,http://ufcstats.com/fighter-details/68d76fd9ecf7431d
