fighter_id,fighter_detail_url,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,head_strikes_att,head_strikes_succ,body_strikes_att,body_strikes_succ,leg_strikes_att,leg_strikes_succ,distance_strikes_att,distance_strikes_succ,clinch_strikes_att,clinch_strikes_succ,ground_strikes_att,ground_strikes_succ,fight_url,eventurl
Alexander Volkanovski,http://ufcstats.com/fighter-details/e1248941344b3288,0,18,11,6,4,0,0,0,0,0:49,1,0,1,1,4,3,5,3,1,1,0,0,http://ufcstats.com/fight-details/0ea435ddf02deb60,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Kamaru Usman,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,0,92,58,66,36,1,0,0,0,0:04,52,27,10,6,4,3,63,33,1,1,2,2,http://ufcstats.com/fight-details/f23e9729b2b73c27,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Khamzat Chimaev,http://ufcstats.com/fighter-details/767755fd74662dbf,0,143,107,70,38,12,4,1,0,7:16,53,27,9,3,8,8,53,22,0,0,17,16,http://ufcstats.com/fight-details/f23e9729b2b73c27,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Ikram Aliskerov,http://ufcstats.com/fighter-details/b07aed698fba8624,1,36,26,36,26,0,0,0,0,0:00,29,20,6,6,1,0,36,26,0,0,0,0,http://ufcstats.com/fight-details/7024385b5107bd4b,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Warlley Alves,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,0,16,12,16,12,0,0,0,0,0:00,6,3,1,1,9,8,16,12,0,0,0,0,http://ufcstats.com/fight-details/7024385b5107bd4b,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Said Nurmagomedov,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,0,11,5,11,5,0,0,1,0,0:03,7,2,2,2,2,1,11,5,0,0,0,0,http://ufcstats.com/fight-details/ed3334d108b257a6,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Muin Gafurov,http://ufcstats.com/fighter-details/a54660deb6a8489c,0,3,1,3,1,1,0,0,0,0:07,2,0,0,0,1,1,3,1,0,0,0,0,http://ufcstats.com/fight-details/ed3334d108b257a6,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Tim Elliott,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,0,87,71,43,30,1,1,2,0,2:23,30,19,12,10,1,1,27,14,8,8,8,8,http://ufcstats.com/fight-details/e9256316716499b8,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Muhammad Mokaev,http://ufcstats.com/fighter-details/75353550928a7921,0,146,118,33,14,6,3,1,0,8:24,21,8,8,3,4,3,29,10,1,1,3,3,http://ufcstats.com/fight-details/e9256316716499b8,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Mohammad Yahya,http://ufcstats.com/fighter-details/3753714927f18437,0,96,47,92,43,1,1,1,0,0:24,70,28,21,14,1,1,90,41,2,2,0,0,http://ufcstats.com/fight-details/3c6fb6bf9b7afd40,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Trevor Peek,http://ufcstats.com/fighter-details/0bc697c5936a2d0a,0,123,83,97,61,7,4,0,0,5:10,61,32,23,16,13,13,83,50,9,6,5,5,http://ufcstats.com/fight-details/3c6fb6bf9b7afd40,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Abu Azaitar,http://ufcstats.com/fighter-details/46d0a888d87d91ac,0,153,87,106,41,4,2,0,0,0:32,78,21,18,13,10,7,90,31,6,3,10,7,http://ufcstats.com/fight-details/43de9ff6064361e1,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Sedriques Dumas,http://ufcstats.com/fighter-details/4e6738062d469256,0,117,72,79,34,2,1,0,0,4:10,45,11,11,5,23,18,76,31,0,0,3,3,http://ufcstats.com/fight-details/43de9ff6064361e1,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Mike Breeden,http://ufcstats.com/fighter-details/d80ee110748171ac,1,181,94,177,92,1,0,0,0,0:01,157,75,13,11,7,6,174,89,2,2,1,1,http://ufcstats.com/fight-details/75c5f923f966b53b,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Anshul Jubli,http://ufcstats.com/fighter-details/a72a2a769fa5a2be,0,195,104,194,103,5,0,0,0,0:05,145,63,36,27,13,13,181,97,13,6,0,0,http://ufcstats.com/fight-details/75c5f923f966b53b,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Nathaniel Wood,http://ufcstats.com/fighter-details/329e403448756217,0,94,70,72,50,7,2,0,0,2:44,57,37,7,6,8,7,56,36,6,5,10,9,http://ufcstats.com/fight-details/b84c447bb74febe2,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Muhammad Naimov,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,0,140,100,81,48,9,4,0,1,6:42,60,31,13,10,8,7,48,24,14,11,19,13,http://ufcstats.com/fight-details/b84c447bb74febe2,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Viktoriia Dudakova,http://ufcstats.com/fighter-details/6c9b66b43663f2f7,1,183,109,146,74,3,0,0,0,0:18,115,47,30,26,1,1,131,60,15,14,0,0,http://ufcstats.com/fight-details/18e5af00a8478a0e,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Jinh Yu Frey,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8,0,121,65,101,47,3,1,0,0,4:40,80,31,13,8,8,8,89,37,4,3,8,7,http://ufcstats.com/fight-details/18e5af00a8478a0e,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Shara Magomedov,http://ufcstats.com/fighter-details/06734ca9d88dec3a,0,274,222,154,113,0,0,0,0,0:00,92,56,24,22,38,35,106,74,21,15,27,24,http://ufcstats.com/fight-details/539732694ab2c8d6,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Bruno Silva,http://ufcstats.com/fighter-details/12ebd7d157e91701,0,138,107,91,65,7,3,0,0,6:44,76,51,7,6,8,8,56,35,5,5,30,25,http://ufcstats.com/fight-details/539732694ab2c8d6,http://ufcstats.com/event-details/13a0fb8fbdafb54f
Sodiq Yusuff,http://ufcstats.com/fighter-details/94426bb170c88115,1,397,206,351,178,2,1,0,0,3:56,284,126,20,14,47,38,311,148,18,15,22,15,http://ufcstats.com/fight-details/824859c7580eb35b,http://ufcstats.com/event-details/f3a078277b3b8ff4
Edson Barboza,http://ufcstats.com/fighter-details/64a50dad704d1d49,1,347,178,324,164,4,3,0,0,3:04,204,71,112,89,8,4,290,134,27,25,7,5,http://ufcstats.com/fight-details/824859c7580eb35b,http://ufcstats.com/event-details/f3a078277b3b8ff4
Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,0,126,60,101,41,4,2,0,0,1:25,87,29,4,2,10,10,88,31,13,10,0,0,http://ufcstats.com/fight-details/751cf3d52fce1d1f,http://ufcstats.com/event-details/f3a078277b3b8ff4
Viviane Araujo,http://ufcstats.com/fighter-details/36541f1e6c5d4955,0,100,64,46,24,6,2,1,0,7:03,36,15,5,4,5,5,43,22,2,1,1,1,http://ufcstats.com/fight-details/751cf3d52fce1d1f,http://ufcstats.com/event-details/f3a078277b3b8ff4
Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc,2,60,36,58,36,0,0,0,0,0:19,15,7,2,0,41,29,58,36,0,0,0,0,http://ufcstats.com/fight-details/0d6d212fcdf47f2e,http://ufcstats.com/event-details/f3a078277b3b8ff4
Adrian Yanez,http://ufcstats.com/fighter-details/0232cabbc30a2372,0,73,20,72,20,0,0,0,0,0:10,59,9,12,10,1,1,66,17,6,3,0,0,http://ufcstats.com/fight-details/0d6d212fcdf47f2e,http://ufcstats.com/event-details/f3a078277b3b8ff4
Andre Petroski,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,0,1,0,1,0,0,0,0,0,0:00,1,0,0,0,0,0,1,0,0,0,0,0,http://ufcstats.com/fight-details/6acd1c591170f597,http://ufcstats.com/event-details/f3a078277b3b8ff4
Michel Pereira,http://ufcstats.com/fighter-details/595db60957de51d3,1,18,6,18,6,0,0,0,0,0:04,17,5,1,1,0,0,6,2,0,0,12,4,http://ufcstats.com/fight-details/6acd1c591170f597,http://ufcstats.com/event-details/f3a078277b3b8ff4
Christian Rodriguez,http://ufcstats.com/fighter-details/5ec591b78349ba7e,0,173,92,161,83,6,3,2,1,3:12,141,64,19,18,1,1,131,63,21,13,9,7,http://ufcstats.com/fight-details/0197a61472fc351d,http://ufcstats.com/event-details/f3a078277b3b8ff4
Cameron Saaiman,http://ufcstats.com/fighter-details/3c8a5200436e19f3,0,192,87,175,73,5,0,1,0,1:26,121,38,21,14,33,21,160,65,15,8,0,0,http://ufcstats.com/fight-details/0197a61472fc351d,http://ufcstats.com/event-details/f3a078277b3b8ff4
Darren Elkins,http://ufcstats.com/fighter-details/92a9aa9c93192871,0,146,95,33,11,8,5,2,1,8:09,29,8,3,3,1,0,32,11,1,0,0,0,http://ufcstats.com/fight-details/3a8af8ee23444b72,http://ufcstats.com/event-details/f3a078277b3b8ff4
TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,0,86,45,50,15,2,2,0,1,1:29,45,11,2,1,3,3,49,15,0,0,1,0,http://ufcstats.com/fight-details/3a8af8ee23444b72,http://ufcstats.com/event-details/f3a078277b3b8ff4
Tainara Lisboa,http://ufcstats.com/fighter-details/2c5f5749569eef66,0,106,77,35,18,8,3,0,0,6:55,24,9,9,8,2,1,20,7,12,11,3,0,http://ufcstats.com/fight-details/5b7b5b01f4dcbd9c,http://ufcstats.com/event-details/f3a078277b3b8ff4
Ravena Oliveira,http://ufcstats.com/fighter-details/4948e412fa6ab67d,0,87,61,31,15,3,2,0,0,5:22,23,10,6,3,2,2,28,13,3,2,0,0,http://ufcstats.com/fight-details/5b7b5b01f4dcbd9c,http://ufcstats.com/event-details/f3a078277b3b8ff4
Terrance McKinney,http://ufcstats.com/fighter-details/809bd1a871491508,1,21,14,21,14,0,0,0,0,0:15,21,14,0,0,0,0,1,0,1,1,19,13,http://ufcstats.com/fight-details/7f7d2abc21f171ca,http://ufcstats.com/event-details/f3a078277b3b8ff4
Brendon Marotte,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,0,1,1,1,1,0,0,0,0,0:00,0,0,0,0,1,1,1,1,0,0,0,0,http://ufcstats.com/fight-details/7f7d2abc21f171ca,http://ufcstats.com/event-details/f3a078277b3b8ff4
Irina Alekseeva,http://ufcstats.com/fighter-details/103e2e33a60683e1,1,126,60,108,48,4,1,0,0,0:50,72,23,7,2,29,23,99,44,4,2,5,2,http://ufcstats.com/fight-details/1ba282da76ca82ad,http://ufcstats.com/event-details/f3a078277b3b8ff4
Melissa Mullins,http://ufcstats.com/fighter-details/bd532e9a2b93870c,0,148,87,95,52,1,0,0,0,8:15,89,47,6,5,0,0,76,42,1,1,18,9,http://ufcstats.com/fight-details/1ba282da76ca82ad,http://ufcstats.com/event-details/f3a078277b3b8ff4
Chris Gutierrez,http://ufcstats.com/fighter-details/45f0cc9d18f35137,0,203,115,197,110,0,0,0,0,0:08,96,44,20,10,81,56,195,110,2,0,0,0,http://ufcstats.com/fight-details/a74a8c1e0a49070d,http://ufcstats.com/event-details/f3a078277b3b8ff4
Alatengheili,http://ufcstats.com/fighter-details/1897b7b913736a7c,0,134,39,133,38,4,2,0,0,0:51,108,25,21,10,4,3,130,38,2,0,1,0,http://ufcstats.com/fight-details/a74a8c1e0a49070d,http://ufcstats.com/event-details/f3a078277b3b8ff4
Ashley Yoder,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,0,276,105,269,102,3,0,0,0,0:09,216,59,40,32,13,11,259,93,10,9,0,0,http://ufcstats.com/fight-details/85a130a4b655c8f5,http://ufcstats.com/event-details/f3a078277b3b8ff4
Emily Ducote,http://ufcstats.com/fighter-details/02f8fedc18cbd26c,0,213,119,210,117,1,1,0,0,0:03,145,69,40,29,25,19,209,117,1,0,0,0,http://ufcstats.com/fight-details/85a130a4b655c8f5,http://ufcstats.com/event-details/f3a078277b3b8ff4
Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d,0,6,0,6,0,0,0,0,0,0:00,6,0,0,0,0,0,6,0,0,0,0,0,http://ufcstats.com/fight-details/1aa4c2fa5ffaff00,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
King Green,http://ufcstats.com/fighter-details/887961364be5ceb3,1,11,7,11,7,0,0,0,0,0:05,10,7,0,0,1,0,4,1,0,0,7,6,http://ufcstats.com/fight-details/1aa4c2fa5ffaff00,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Joe Pyfer,http://ufcstats.com/fighter-details/c1085e1701b13eca,0,63,26,62,26,4,3,2,0,1:07,47,15,12,9,3,2,60,24,2,2,0,0,http://ufcstats.com/fight-details/e966de63c8e6b1d5,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Abdul Razak Alhassan,http://ufcstats.com/fighter-details/eae431e70064e046,0,28,11,28,11,0,0,1,0,0:08,15,4,3,2,10,5,27,11,1,0,0,0,http://ufcstats.com/fight-details/e966de63c8e6b1d5,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Alex Morono,http://ufcstats.com/fighter-details/cdb96af67d096b1e,0,161,54,141,40,2,1,0,0,0:13,122,29,17,10,2,1,133,37,8,3,0,0,http://ufcstats.com/fight-details/eb76a5b76a68e4c4,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,0,186,77,176,68,4,2,0,0,2:21,134,41,36,24,6,3,141,55,9,2,26,11,http://ufcstats.com/fight-details/eb76a5b76a68e4c4,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Drew Dober,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,1,53,30,53,30,0,0,0,0,0:31,40,19,9,7,4,4,38,20,3,2,12,8,http://ufcstats.com/fight-details/68095e551ff6bbfd,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Ricky Glenn,http://ufcstats.com/fighter-details/814ff3018127e8fc,0,22,5,22,5,1,0,0,0,0:00,15,2,7,3,0,0,22,5,0,0,0,0,http://ufcstats.com/fight-details/68095e551ff6bbfd,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Alexander Hernandez,http://ufcstats.com/fighter-details/262a7d06203657e6,0,157,76,156,75,1,0,0,0,0:35,80,25,66,45,10,5,154,75,2,0,0,0,http://ufcstats.com/fight-details/b638646fb297228d,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Bill Algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a,1,257,119,244,110,1,1,0,0,0:07,156,46,50,33,38,31,241,108,3,2,0,0,http://ufcstats.com/fight-details/b638646fb297228d,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Karolina Kowalkiewicz,http://ufcstats.com/fighter-details/d7c3816669784109,0,283,155,267,141,6,1,0,1,2:15,203,94,58,42,6,5,244,123,21,17,2,1,http://ufcstats.com/fight-details/b6a6ba08898f3b6a,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Diana Belbita,http://ufcstats.com/fighter-details/d7e40dca3ae125be,0,270,108,261,99,2,2,0,1,0:53,199,57,50,33,12,9,241,85,18,13,2,1,http://ufcstats.com/fight-details/b6a6ba08898f3b6a,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Nate Maness,http://ufcstats.com/fighter-details/6e9f40c706f91f32,0,114,103,35,29,0,0,0,0,1:31,31,26,3,2,1,1,2,1,3,2,30,26,http://ufcstats.com/fight-details/eb7b0a6f06dbdb4f,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Mateus Mendonca,http://ufcstats.com/fighter-details/48812daf291a4e23,0,16,9,7,3,3,0,0,0,1:14,3,0,3,2,1,1,5,1,2,2,0,0,http://ufcstats.com/fight-details/eb7b0a6f06dbdb4f,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Vanessa Demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece,0,144,86,65,31,1,0,0,1,0:42,49,21,13,10,3,0,36,10,10,7,19,14,http://ufcstats.com/fight-details/5ee83e03aaff5fa1,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Kanako Murata,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,0,116,70,64,34,6,5,0,0,10:10,55,27,5,4,4,3,23,10,1,1,40,23,http://ufcstats.com/fight-details/5ee83e03aaff5fa1,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Aoriqileng,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,1,159,120,66,44,4,2,0,0,5:39,41,24,11,8,14,12,45,28,3,1,18,15,http://ufcstats.com/fight-details/df146b0592259e5d,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Johnny Munoz,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,0,73,31,36,7,11,4,3,0,4:30,30,5,3,2,3,0,33,7,3,0,0,0,http://ufcstats.com/fight-details/df146b0592259e5d,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Montana De La Rosa,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,0,209,70,204,67,1,0,0,0,0:00,172,41,16,13,16,13,184,59,20,8,0,0,http://ufcstats.com/fight-details/cc4fcfede19bc196,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
JJ Aldrich,http://ufcstats.com/fighter-details/6fd953151d981979,0,136,66,135,65,0,0,0,0,0:22,122,55,11,9,2,1,124,58,11,7,0,0,http://ufcstats.com/fight-details/cc4fcfede19bc196,http://ufcstats.com/event-details/c8a49ff2acb6f3c5
Rafael Fiziev,http://ufcstats.com/fighter-details/c814b4c899793af6,0,34,19,32,18,0,0,0,0,0:00,14,4,16,12,2,2,32,18,0,0,0,0,http://ufcstats.com/fight-details/23a604f460289271,http://ufcstats.com/event-details/c945adc22c2bfe8f
Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece,0,42,17,40,16,6,1,0,0,1:28,31,11,5,2,4,3,35,13,1,1,4,2,http://ufcstats.com/fight-details/23a604f460289271,http://ufcstats.com/event-details/c945adc22c2bfe8f
Bryce Mitchell,http://ufcstats.com/fighter-details/d9c6f19f958643e9,0,59,37,40,23,15,5,1,0,7:33,22,13,14,7,4,3,29,17,3,1,8,5,http://ufcstats.com/fight-details/da1b37edb8ccd3e6,http://ufcstats.com/event-details/c945adc22c2bfe8f
Dan Ige,http://ufcstats.com/fighter-details/82a5152216251682,0,72,32,55,18,0,0,0,1,2:11,47,13,6,3,2,2,51,16,3,2,1,0,http://ufcstats.com/fight-details/da1b37edb8ccd3e6,http://ufcstats.com/event-details/c945adc22c2bfe8f
Marina Rodriguez,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,0,130,90,102,70,1,1,0,0,2:03,70,47,30,22,2,1,23,12,73,53,6,5,http://ufcstats.com/fight-details/d8335b728604b222,http://ufcstats.com/event-details/c945adc22c2bfe8f
Michelle Waterson-Gomez,http://ufcstats.com/fighter-details/eb04b9d31e938edb,0,37,16,32,13,6,1,0,0,2:49,23,7,7,5,2,1,17,4,9,7,6,2,http://ufcstats.com/fight-details/d8335b728604b222,http://ufcstats.com/event-details/c945adc22c2bfe8f
Bryan Battle,http://ufcstats.com/fighter-details/f626118b6da0e020,0,105,63,80,45,2,1,1,0,3:30,25,9,52,34,3,2,61,29,19,16,0,0,http://ufcstats.com/fight-details/bf647be41de365e4,http://ufcstats.com/event-details/c945adc22c2bfe8f
AJ Fletcher,http://ufcstats.com/fighter-details/725b1abc9a39d873,0,57,29,51,25,2,0,0,0,0:33,26,6,9,6,16,13,41,20,9,5,1,0,http://ufcstats.com/fight-details/bf647be41de365e4,http://ufcstats.com/event-details/c945adc22c2bfe8f
Ricardo Ramos,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,0,10,0,9,0,3,2,1,0,1:58,6,0,1,0,2,0,9,0,0,0,0,0,http://ufcstats.com/fight-details/6e1bf1b163b3aeab,http://ufcstats.com/event-details/c945adc22c2bfe8f
Charles Jourdain,http://ufcstats.com/fighter-details/f1d64ae34e088832,0,10,8,9,8,0,0,1,0,0:00,4,3,4,4,1,1,8,7,1,1,0,0,http://ufcstats.com/fight-details/6e1bf1b163b3aeab,http://ufcstats.com/event-details/c945adc22c2bfe8f
Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f,2,178,134,143,104,2,0,0,1,2:51,103,66,35,33,5,5,87,56,35,30,21,18,http://ufcstats.com/fight-details/b3c7a5a97978d156,http://ufcstats.com/event-details/c945adc22c2bfe8f
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,0,110,56,103,51,1,1,0,0,0:48,75,32,23,15,5,4,86,35,17,16,0,0,http://ufcstats.com/fight-details/b3c7a5a97978d156,http://ufcstats.com/event-details/c945adc22c2bfe8f
Jacob Malkoun,http://ufcstats.com/fighter-details/d4270315cbcf2569,0,60,44,39,28,3,1,0,0,3:39,39,28,0,0,0,0,0,0,0,0,39,28,http://ufcstats.com/fight-details/1496969c1497dc85,http://ufcstats.com/event-details/c945adc22c2bfe8f
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f,0,5,3,4,2,1,1,0,0,0:26,3,1,0,0,1,1,3,1,0,0,1,1,http://ufcstats.com/fight-details/1496969c1497dc85,http://ufcstats.com/event-details/c945adc22c2bfe8f
Mohammed Usman,http://ufcstats.com/fighter-details/da7f113b5ea39c43,0,234,118,191,85,3,1,0,0,3:07,156,58,35,27,0,0,186,83,3,1,2,1,http://ufcstats.com/fight-details/49ede01b061cfae3,http://ufcstats.com/event-details/c945adc22c2bfe8f
Jake Collier,http://ufcstats.com/fighter-details/92fa1401b7927da3,0,198,100,183,87,0,0,2,0,0:53,145,53,25,22,13,12,171,80,12,7,0,0,http://ufcstats.com/fight-details/49ede01b061cfae3,http://ufcstats.com/event-details/c945adc22c2bfe8f
Mizuki,http://ufcstats.com/fighter-details/43a59ce3bb40449e,0,140,83,105,55,2,1,0,0,3:31,72,31,29,20,4,4,77,37,26,17,2,1,http://ufcstats.com/fight-details/adb411b0f418ce33,http://ufcstats.com/event-details/c945adc22c2bfe8f
Hannah Goldy,http://ufcstats.com/fighter-details/26e3f3928b1891d9,0,123,64,95,47,14,1,0,0,2:51,43,10,39,26,13,11,55,20,40,27,0,0,http://ufcstats.com/fight-details/adb411b0f418ce33,http://ufcstats.com/event-details/c945adc22c2bfe8f
Tamires Vidal,http://ufcstats.com/fighter-details/4f3064faf17aa711,0,131,78,109,60,3,0,1,0,0:54,59,17,3,3,47,40,108,60,1,0,0,0,http://ufcstats.com/fight-details/0732e6b6eb0a607d,http://ufcstats.com/event-details/c945adc22c2bfe8f
Montserrat Rendon,http://ufcstats.com/fighter-details/60193e707634e560,0,240,112,182,69,5,3,0,0,4:51,148,45,18,11,16,13,151,55,2,1,29,13,http://ufcstats.com/fight-details/0732e6b6eb0a607d,http://ufcstats.com/event-details/c945adc22c2bfe8f
Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede,0,356,127,356,127,2,0,0,0,0:00,258,59,55,33,43,35,346,119,10,8,0,0,http://ufcstats.com/fight-details/697efaf0d162e877,http://ufcstats.com/event-details/8fa2b06572365321
Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f,0,190,105,190,105,0,0,0,0,0:00,115,46,49,36,26,23,175,94,15,11,0,0,http://ufcstats.com/fight-details/697efaf0d162e877,http://ufcstats.com/event-details/8fa2b06572365321
Raul Rosas Jr.,http://ufcstats.com/fighter-details/fe2babf95de24fb1,1,31,19,30,18,0,0,0,0,0:17,29,17,1,1,0,0,11,6,2,1,17,11,http://ufcstats.com/fight-details/c0ca4c201d086ea8,http://ufcstats.com/event-details/8fa2b06572365321
Terrence Mitchell,http://ufcstats.com/fighter-details/f3ca6908f78efebe,0,19,6,19,6,0,0,0,0,0:00,18,5,1,1,0,0,19,6,0,0,0,0,http://ufcstats.com/fight-details/c0ca4c201d086ea8,http://ufcstats.com/event-details/8fa2b06572365321
Daniel Zellhuber,http://ufcstats.com/fighter-details/4148802ae4a50768,0,101,36,101,36,0,0,1,0,0:17,75,18,19,11,7,7,100,35,1,1,0,0,http://ufcstats.com/fight-details/2e1435c160bfe8b2,http://ufcstats.com/event-details/8fa2b06572365321
Christos Giagos,http://ufcstats.com/fighter-details/de45aaae23dfa392,0,82,38,82,38,6,0,0,0,0:11,63,25,7,3,12,10,79,36,3,2,0,0,http://ufcstats.com/fight-details/2e1435c160bfe8b2,http://ufcstats.com/event-details/8fa2b06572365321
Fernando Padilla,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,0,209,73,208,72,1,0,0,0,0:07,168,42,22,17,18,13,198,65,10,7,0,0,http://ufcstats.com/fight-details/a5d76e93a5052e3f,http://ufcstats.com/event-details/8fa2b06572365321
Kyle Nelson,http://ufcstats.com/fighter-details/31f8081c7600da93,0,185,83,184,82,3,0,0,0,0:00,143,43,20,19,21,20,176,80,8,2,0,0,http://ufcstats.com/fight-details/a5d76e93a5052e3f,http://ufcstats.com/event-details/8fa2b06572365321
Loopy Godinez,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,1,51,37,31,21,5,5,6,0,6:29,25,15,4,4,2,2,24,15,3,3,4,3,http://ufcstats.com/fight-details/79f03eca3fe5cdb3,http://ufcstats.com/event-details/8fa2b06572365321
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c,0,48,34,13,3,1,0,0,0,0:22,6,0,3,2,4,1,12,3,0,0,1,0,http://ufcstats.com/fight-details/79f03eca3fe5cdb3,http://ufcstats.com/event-details/8fa2b06572365321
Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,1,90,54,84,49,0,0,0,0,0:03,56,23,10,9,18,17,80,47,4,2,0,0,http://ufcstats.com/fight-details/7a0813ec0fadc84e,http://ufcstats.com/event-details/8fa2b06572365321
Josh Fremd,http://ufcstats.com/fighter-details/ca43de99b07b6b40,0,116,38,116,38,5,0,0,0,0:50,81,18,13,8,22,12,115,37,1,1,0,0,http://ufcstats.com/fight-details/7a0813ec0fadc84e,http://ufcstats.com/event-details/8fa2b06572365321
Tracy Cortez,http://ufcstats.com/fighter-details/68d4a891e5cf2029,0,225,116,212,103,1,0,0,0,0:26,164,63,23,16,25,24,198,91,14,12,0,0,http://ufcstats.com/fight-details/bcec26b425194e40,http://ufcstats.com/event-details/8fa2b06572365321
Jasmine Jasudavicius,http://ufcstats.com/fighter-details/a9e260472d321361,0,225,95,206,77,10,2,0,0,3:00,148,43,47,25,11,9,176,58,30,19,0,0,http://ufcstats.com/fight-details/bcec26b425194e40,http://ufcstats.com/event-details/8fa2b06572365321
